?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/GO_1902100>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of metaphase/anaphase transition of cell cycle"	
<http://purl.obolibrary.org/obo/GO_1902100>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of metaphase/anaphase transition of cell cycle"	
<http://purl.obolibrary.org/obo/GO_0043170>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"biopolymer metabolic process"	
<http://purl.obolibrary.org/obo/GO_0043170>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"macromolecule metabolism"	
<http://purl.obolibrary.org/obo/GO_0043170>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"organismal macromolecule metabolism"	
<http://purl.obolibrary.org/obo/GO_0042326>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of phosphorylation"	
<http://purl.obolibrary.org/obo/GO_0042326>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of phosphorylation"	
<http://purl.obolibrary.org/obo/GO_0042326>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of phosphorylation"	
<http://purl.obolibrary.org/obo/GO_0006807>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"nitrogen compound metabolism"	
<http://purl.obolibrary.org/obo/GO_1901608>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of microtubule-based vesicle localization"	
<http://purl.obolibrary.org/obo/GO_0044248>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cellular degradation"	
<http://purl.obolibrary.org/obo/GO_0044248>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cellular catabolism"	
<http://purl.obolibrary.org/obo/GO_0044248>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cellular breakdown"	
<http://purl.obolibrary.org/obo/GO_0031327>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of cellular anabolism"	
<http://purl.obolibrary.org/obo/GO_0031327>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of cellular biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0031327>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of cellular biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0031327>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of cellular formation"	
<http://purl.obolibrary.org/obo/GO_0031327>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of cellular biosynthesis"	
<http://purl.obolibrary.org/obo/GO_0031327>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of cellular biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0031327>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of cellular synthesis"	
<http://purl.obolibrary.org/obo/GO_0051346>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of hydrolase activity"	
<http://purl.obolibrary.org/obo/GO_0051346>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of hydrolase activity"	
<http://purl.obolibrary.org/obo/GO_0051346>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"hydrolase inhibitor"	
<http://purl.obolibrary.org/obo/GO_0051346>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of hydrolase activity"	
<http://purl.obolibrary.org/obo/GO_1904512>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of premeiotic DNA replication initiation"	
<http://purl.obolibrary.org/obo/GO_0001667>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"amoeboid cell migration"	
<http://purl.obolibrary.org/obo/GO_0001667>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"ameboid cell migration"	
<http://purl.obolibrary.org/obo/GO_0001667>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"amoeboidal cell migration"	
<http://purl.obolibrary.org/obo/GO_0016241>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of starvation-induced autophagy"	
<http://purl.obolibrary.org/obo/GO_0055082>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cellular chemical homeostasis"	
<http://purl.obolibrary.org/obo/GO_0090329>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of DNA-dependent DNA replication"	
<http://purl.obolibrary.org/obo/GO_0050794>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of cellular physiological process"	
<http://purl.obolibrary.org/obo/GO_2000624>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of mRNA breakdown, nonsense-mediated decay"	
<http://purl.obolibrary.org/obo/GO_2000624>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of mRNA degradation, nonsense-mediated decay"	
<http://purl.obolibrary.org/obo/GO_2000624>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of mRNA catabolism, nonsense-mediated"	
<http://purl.obolibrary.org/obo/GO_2000624>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of mRNA catabolic process, nonsense-mediated"	
<http://purl.obolibrary.org/obo/GO_2000624>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of nuclear mRNA catabolic process, nonsense-mediated decay"	
<http://purl.obolibrary.org/obo/GO_2000624>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of nonsense-mediated mRNA decay"	
<http://purl.obolibrary.org/obo/GO_0000212>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"spindle organization during meiosis"	
<http://purl.obolibrary.org/obo/GO_0000212>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"meiotic spindle organisation"	
<http://purl.obolibrary.org/obo/GO_0051295>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"spindle positioning involved in meiotic cell cycle"	
<http://purl.obolibrary.org/obo/GO_0051295>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"meiotic spindle positioning"	
<http://purl.obolibrary.org/obo/GO_0051295>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"establishment of meiotic spindle localisation"	
<http://purl.obolibrary.org/obo/GO_0046831>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of RNA-nucleus export"	
<http://purl.obolibrary.org/obo/GO_0046831>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of RNA transport from nucleus to cytoplasm"	
<http://purl.obolibrary.org/obo/GO_0046831>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of RNA export out of nucleus"	
<http://purl.obolibrary.org/obo/GO_0046831>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of RNA export from cell nucleus"	
<http://purl.obolibrary.org/obo/GO_0045807>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of endocytosis"	
<http://purl.obolibrary.org/obo/GO_0045807>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of endocytosis"	
<http://purl.obolibrary.org/obo/GO_0045807>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of endocytosis"	
<http://purl.obolibrary.org/obo/GO_0090139>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"mitochondrial DNA packaging"	
<http://purl.obolibrary.org/obo/GO_1905833>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of microtubule nucleation"	
<http://purl.obolibrary.org/obo/GO_1905833>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of microtubule nucleation"	
<http://purl.obolibrary.org/obo/GO_1905833>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of microtubule nucleation"	
<http://purl.obolibrary.org/obo/GO_0048635>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of muscle development"	
<http://purl.obolibrary.org/obo/GO_0048635>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of muscle development"	
<http://purl.obolibrary.org/obo/GO_0048635>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of muscle development"	
<http://purl.obolibrary.org/obo/GO_0046824>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of nucleocytoplasmic transport"	
<http://purl.obolibrary.org/obo/GO_0046824>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of nucleocytoplasmic transport"	
<http://purl.obolibrary.org/obo/GO_0046824>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of nucleocytoplasmic transport"	
<http://purl.obolibrary.org/obo/GO_0050806>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of synaptic transmission"	
<http://purl.obolibrary.org/obo/GO_0050806>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of synaptic transmission"	
<http://purl.obolibrary.org/obo/GO_0050806>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of synaptic transmission"	
<http://purl.obolibrary.org/obo/GO_0051247>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of cellular protein metabolic process"	
<http://purl.obolibrary.org/obo/GO_0051247>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of protein metabolic process"	
<http://purl.obolibrary.org/obo/GO_0051247>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of protein metabolic process"	
<http://purl.obolibrary.org/obo/GO_0051247>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of protein metabolism"	
<http://purl.obolibrary.org/obo/GO_0051247>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of cellular protein metabolic process"	
<http://purl.obolibrary.org/obo/GO_0051247>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of protein metabolic process"	
<http://purl.obolibrary.org/obo/GO_0051247>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of cellular protein metabolic process"	
<http://purl.obolibrary.org/obo/GO_0051247>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of cellular protein metabolic process"	
<http://purl.obolibrary.org/obo/GO_0051247>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of cellular protein metabolism"	
<http://purl.obolibrary.org/obo/GO_0051984>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of chromosome segregation"	
<http://purl.obolibrary.org/obo/GO_0051984>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of chromosome segregation"	
<http://purl.obolibrary.org/obo/GO_0051984>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of chromosome segregation"	
<http://purl.obolibrary.org/obo/GO_0050850>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of calcium-mediated signaling"	
<http://purl.obolibrary.org/obo/GO_0050850>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of calcium-mediated signaling"	
<http://purl.obolibrary.org/obo/GO_0050850>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of calcium-mediated signaling"	
<http://purl.obolibrary.org/obo/GO_0050850>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"positive regulation of calcium-mediated signalling"	
<http://purl.obolibrary.org/obo/GO_1902116>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of organelle assembly"	
<http://purl.obolibrary.org/obo/GO_1902116>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of organelle assembly"	
<http://purl.obolibrary.org/obo/GO_1902116>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of organelle assembly"	
<http://purl.obolibrary.org/obo/GO_0002683>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of immune system process"	
<http://purl.obolibrary.org/obo/GO_0002683>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of immune system process"	
<http://purl.obolibrary.org/obo/GO_0002683>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of immune system process"	
<http://purl.obolibrary.org/obo/GO_0045785>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of cell adhesion"	
<http://purl.obolibrary.org/obo/GO_0045785>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of cell adhesion"	
<http://purl.obolibrary.org/obo/GO_0045785>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of cell adhesion"	
<http://purl.obolibrary.org/obo/GO_0098687>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"chromosome region"	
<http://purl.obolibrary.org/obo/GO_0032092>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"upregulation of protein binding"	
<http://purl.obolibrary.org/obo/GO_0032092>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up regulation of protein binding"	
<http://purl.obolibrary.org/obo/GO_0032092>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"up-regulation of protein binding"	
<http://purl.obolibrary.org/obo/GO_1905880>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of ovum development"	
<http://purl.obolibrary.org/obo/GO_1905880>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of oogenesis"	
<http://purl.obolibrary.org/obo/GO_1905880>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of ovum development"	
<http://purl.obolibrary.org/obo/GO_1905880>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of oogenesis"	
<http://purl.obolibrary.org/obo/GO_1905880>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down regulation of oogenesis"	
<http://purl.obolibrary.org/obo/GO_1905880>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"downregulation of ovum development"	
<http://purl.obolibrary.org/obo/GO_1905880>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"negative regulation of ovum development"	
<http://purl.obolibrary.org/obo/GO_0042435>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"indole derivative biosynthesis"	
<http://purl.obolibrary.org/obo/GO_0042435>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"indole-containing compound formation"	
<http://purl.obolibrary.org/obo/GO_0042435>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"indole-containing compound biosynthesis"	
<http://purl.obolibrary.org/obo/GO_0042435>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"indole derivative biosynthetic process"	
<http://purl.obolibrary.org/obo/GO_0042435>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"indole-containing compound anabolism"	
<http://purl.obolibrary.org/obo/GO_0042435>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"indole-containing compound synthesis"	
<http://purl.obolibrary.org/obo/GO_0051052>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of DNA metabolism"	
<http://purl.obolibrary.org/obo/GO_1903008>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"organelle degradation"	
<http://purl.obolibrary.org/obo/GO_1901524>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"regulation of macromitophagy"	
<http://purl.obolibrary.org/obo/GO_0035694>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"catabolism of mitochondrial protein"	
<http://purl.obolibrary.org/obo/GO_0035694>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"degradation of damaged mitochondrial protein"	
<http://purl.obolibrary.org/obo/GO_0007112>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cytokinesis involved in male meiotic cell cycle"	
<http://purl.obolibrary.org/obo/GO_0007112>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"cytokinesis after male meiosis"	
<http://purl.obolibrary.org/obo/GO_0032594>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"protein translocation within membrane"	
<http://purl.obolibrary.org/obo/GO_1905268>	<http://www.geneontology.org/formats/oboInOwl#hasExactSynonym>	"down-regulation of chromatin organization"	
